File Name,Talchum Important
MC01_A01_B003_CA1_M0001_795.json,곤장을 양손에 들고 내리면서 힘있게 발을 올리면서 추는 춤사위
MC01_A03_B053_CA1_M0007_2250.json,허리춤.
MC01_A04_B058_CA1_M0012_8910.json,"1.연풍대, 연을 띄우는 염불장단의 동작으로 부채 활용과 허리 재기 2.장삼을 양손에 감고 주변을 살피는 돌단춤사위."
MC01_A06_B084_CA1_M0025_19530.json,선녀 두 명과 놀고 난후 큰 배김새
MC01_A07_B092_CA1_M0004_1060.json,배김사위
MC01_A03_B048_CA1_M0006_4005.json,4박 돌기 및 8박 돌기
MC01_A03_B039_CA1_M0003_1260.json,"제끼는사위,한삼을 머리 위 앞에서 뒤로 쳐준다. 엎는사위,한삼을 뒤에서 앞으로 쳐준다."
MC01_A02_B018_CA1_M0007_3165.json,한삼이 높이 들리도록 춤의 크기가 커야 한다.
MC01_A07_B090_CA1_M0007_2480.json,말채를 머리 위로 힘차게 휘두르며 빠른 굿거리 장단에 맞춰 도약한다. 
MC01_A02_B016_CA1_M0003_5070.json,중앙 바라보며 오른손으로 안팎을 장삼 휘날림
MC01_A04_B055_CA1_M0011_14175.json,"합장재배, 벽사진경의 의식무로서 연희초반 마당을 정화하는 대표적 동작"
MC01_A02_B031_CA1_M0006_4410.json,곰방대와 부채로 너울질 하는 춤
MC01_A03_B044_CA1_M0002_390.json,"올림사위, 제끼는 곱사위"
MC01_A04_B056_CA1_M0002_1965.json,사방을 돌며 용이 꿈틀 거리는 모습을 표현하는 동작.
MC01_A03_B038_CA1_M0003_5130.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A01_B006_CA1_M0002_2925.json,"합장, 스텝, 뿌리고 채는 동작"
MC01_A03_B040_CA1_M0011_3615.json,"왼쪽, 오른쪽 순으로 옆보고 뛰면서 팔을 엎고 뒤집은 동작."
MC01_A09_B100_CA1_M0007_6720.json,배김사위 전희동작 좌.우 활개짓 동작과 배기는 사위
MC01_A01_B004_CA1_M0002_2745.json,홍태기가 툭 덜어지는 맛으로 춤을 춘다
MC01_A01_B010_CA1_M0001_215.json,"오른발 들고 허리를 채며 녹음,풀,을 어깨로 넘긴다"
MC01_A03_B039_CA1_M0018_8100.json,"제끼는사위,한삼을 머리 위 앞에서 뒤로 쳐준다. 엎는사위,한삼을 뒤에서 앞으로 쳐준다."
MC01_A02_B036_CA1_M0003_990.json,"외사위, 겹사위, 양사위는 봉산탈춤 하면 연상이 되는 춤사위"
MC01_A06_B081_CA1_M0003_6900.json,"북채를 떨어 뜨린다
북을 잡으려다 놓치고 운다
결국 북을 쥐고 신나게 춤을춘다"
MC01_A02_B022_CA1_M0007_2415.json,한삼이 에너지 있게 흔드는 동작
MC01_A01_B004_CA1_M0002_2250.json,홍태기가 툭 덜어지는 맛으로 춤을 춘다
MC01_A03_B048_CA1_M0006_4140.json,4박 돌기 및 8박 돌기
MC01_A09_B100_CA1_M0008_8055.json,배김사위 전희동작 좌.우 활개짓 동작과 배기는 사위
MC01_A03_B038_CA1_M0003_1935.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A01_B002_CA1_M0006_4050.json,"연풍대, 오른손 땅을 치고 어깨에 얹으며 쪼그려 앉아서 돌기 ,돌아앉아뛰기와 비슷, 이어서 왼손 동일하게 돌아앉아 뛰기"
MC01_A09_B099_CA1_M0010_6810.json,"돌림사위, 울음태사위"
MC01_A01_B002_CA1_M0006_3795.json,"연풍대, 오른손 땅을 치고 어깨에 얹으며 쪼그려 앉아서 돌기 ,돌아앉아뛰기와 비슷, 이어서 왼손 동일하게 돌아앉아 뛰기"
MC01_A02_B023_CA1_M0004_1485.json,"게걸음, 한삼 둘러매기, 고개잡이"
MC01_A01_B008_CA1_M0004_2295.json,채찍으로 양반을 내리치고 바닥에 채찍으로 말뚝을 박는 동작
MC01_A06_B081_CA1_M0005_11010.json,"북채를 떨어 뜨린다
북을 잡으려다 놓치고 운다
결국 북을 쥐고 신나게 춤을춘다"
MC01_A04_B055_CA1_M0011_14460.json,"합장재배, 벽사진경의 의식무로서 연희초반 마당을 정화하는 대표적 동작"
MC01_A06_B087_CA1_M0007_4305.json,"배김새, 으시개, 베기"
MC01_A03_B043_CA1_M0004_1710.json,양팔을 수평유지
MC01_A05_B068_CA1_M0003_3510.json,"합장재배의 합장 높이들기, 사방재배에서 삼진과 방향전환하기. 타령장단에 따른 기본 춤사위 중 여다지, 자진화장, 어깨치기 등"
MC01_A03_B049_CA1_M0016_25890.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A02_B019_CA1_M0005_1890.json,연자방아 한발을 축으로 그 장단에 한 바퀴를 돈다. 이때 아래 있던 손이 그 장단에 위로 올라가 4박에 머리를 감아 순간적으로 탈이 잘 보이게 한다.
MC01_A05_B075_CA1_M0005_3510.json,곤장을 양손에 들고 올리고 내리면서 힘차게 발을 올리면서 추는 춤
MC01_A09_B100_CA1_M0005_4095.json,배김사위 전희동작 좌.우 활개짓 동작과 배기는 사위
MC01_A02_B029_CA1_M0007_2370.json,사자와 함께 같이 움직이며 추는 다리동작 춤사위
MC01_A04_B067_CA1_M0003_1350.json,"깨끼, 양주만의 발 디딤새로 앞꿈치로 가볍게 디디는 특징"
MC01_A02_B025_CA1_M0002_1935.json,염불의 느린 동작으로 지팡이를 폐어야 하는 동작
MC01_A09_B094_CA1_M0017_8910.json,"배김사위, 앞배김새, 뒷배김새, 겨드랑배김새 동작이 강하여 뛰어서 땅을 내려 누르듯이 힘차게 착지하는 동작."
MC01_A01_B012_CA1_M0004_2535.json,"엉덩이춤, 지팡이를 들고 뛰는 동작"
MC01_A03_B052_CA1_M0010_6285.json,부채를 펴고 접고 내밀고 뒤로 넘기며 표현하는 동작.
MC01_A03_B038_CA1_M0009_12675.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A04_B057_CA1_M0002_1230.json,1.빗사위 후 서로 등을 지고 하는 고개잡이. 2.장삼을 휘두르는 동작.
MC01_A06_B087_CA1_M0007_4755.json,"배김새, 으시개, 베기"
MC01_A02_B029_CA1_M0003_930.json,사자와 함께 같이 움직이며 추는 다리동작 춤사위
MC01_A03_B052_CA1_M0009_5775.json,부채를 펴고 접고 내밀고 뒤로 넘기며 표현하는 동작.
MC01_A04_B056_CA1_M0007_10935.json,사방을 돌며 용이 꿈틀 거리는 모습을 표현하는 동작.
MC01_A03_B040_CA1_M0011_3750.json,"왼쪽, 오른쪽 순으로 옆보고 뛰면서 팔을 엎고 뒤집은 동작."
MC01_A02_B030_CA1_M0018_13275.json,"가벼우면서도 건들거리며 찍고 중심 이동하는 춤, 흥을 뱉어 내는 동작"
MC01_A04_B055_CA1_M0007_9195.json,"합장재배, 벽사진경의 의식무로서 연희초반 마당을 정화하는 대표적 동작"
MC01_A01_B011_CA1_M0002_1230.json,"앉아 뛰기, 돌아앉아 뛰기 삼계집과 눈맞추기"
MC01_A02_B017_CA1_M0004_3930.json,"다리너울질, 근경, 다리질, 등등"
MC01_A03_B038_CA1_M0021_23865.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A01_B008_CA1_M0001_435.json,채찍으로 양반을 내리치고 바닥에 채찍으로 말뚝을 박는 동작
MC01_A07_B090_CA1_M0001_230.json,말채를 머리 위로 힘차게 휘두르며 빠른 굿거리 장단에 맞춰 도약한다. 
MC01_A03_B046_CA1_M0004_1320.json,뛰어 앉아 도는 사위
MC01_A03_B054_CA1_M0006_3165.json," 팔들고 걷기, 양팔모아 안으로 접기, 팔 머리 뒤로 돌리기"
MC01_A06_B083_CA1_M0010_8295.json,뛰어 배김새
MC01_A02_B034_CA1_M0004_1050.json,"엉덩이를 좌.우로 돌리는 동작, 부채와.지팡이를 사용하면서"
MC01_A01_B009_CA1_M0001_2520.json,좌우로 움직일때 뫼산자를 그리며 허리채기
MC01_A09_B095_CA1_M0010_6525.json," 역동새, 배김사위, 일자사위."
MC01_A03_B050_CA1_M0002_585.json," 양팔을 돌리며 오른쪽, 왼쪽, 가운데 춤으로 앉아뛰기"
MC01_A09_B100_CA1_M0002_2280.json,배김사위 전희동작 좌.우 활개짓 동작과 배기는 사위
MC01_A09_B095_CA1_M0006_4140.json," 역동새, 배김사위, 일자사위."
MC01_A09_B096_CA1_M0007_5940.json,"배김사위, 휘두름사위."
MC01_A06_B084_CA1_M0024_18735.json,선녀 두 명과 놀고 난후 큰 배김새
MC01_A03_B051_CA1_M0016_5580.json,"팔을 머리 뒤에서 앞으로 돌리는 동작, 팔을 머리 앞에서 뒤로 돌림, 양손을 머리 위로 뿌림."
MC01_A03_B039_CA1_M0005_2400.json,"제끼는사위,한삼을 머리 위 앞에서 뒤로 쳐준다. 엎는사위,한삼을 뒤에서 앞으로 쳐준다."
MC01_A03_B049_CA1_M0009_17940.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A06_B087_CA1_M0014_9930.json,"배김새, 으시개, 베기"
MC01_A06_B087_CA1_M0003_2145.json,"배김새, 으시개, 베기"
MC01_A03_B049_CA1_M0011_22935.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A01_B003_CA1_M0001_1280.json,곤장을 양손에 들고 내리면서 힘있게 발을 올리면서 추는 춤사위
MC01_A01_B005_CA1_M0004_5625.json,호흡과 홍태기가 일체가 되어 절도있게 채는 동작으로 춘다
MC01_A02_B027_CA1_M0007_2025.json,가슴 당기기. 상투틀기. 성적인 느낌 까지 전달해야 한다.
MC01_A06_B082_CA1_M0001_870.json,"첫 입장 배김새, 큰 배김새"
MC01_A02_B030_CA1_M0002_1380.json,"가벼우면서도 건들거리며 찍고 중심 이동하는 춤, 흥을 뱉어 내는 동작"
MC01_A04_B055_CA1_M0009_12375.json,"합장재배, 벽사진경의 의식무로서 연희초반 마당을 정화하는 대표적 동작"
MC01_A02_B026_CA1_M0006_3645.json,"보일듯 말듯한 몸짓, 싫다는 고개 흔드는 동작"
MC01_A08_B093_CA1_M0008_1425.json,"모삼치기, 깊은무릎 오금춤, 좌우어깨춤, 반시계방향, 오른손, 오른발, 왼손, 왼발 활개치기."
MC01_A01_B013_CA1_M0002_1800.json,"1.빠른걸음춤, 앉아뛰기, 외사위 2.할미는 엉덩이춤, 영감은 빠른걸음 춤"
MC01_A06_B084_CA1_M0015_11760.json,선녀 두 명과 놀고 난후 큰 배김새
MC01_A04_B067_CA1_M0005_2475.json,"깨끼, 양주만의 발 디딤새로 앞꿈치로 가볍게 디디는 특징"
MC01_A01_B006_CA1_M0009_6530.json,"합장, 스텝, 뿌리고 채는 동작"
MC01_A06_B087_CA1_M0006_3825.json,"배김새, 으시개, 베기"
MC01_A03_B049_CA1_M0010_21465.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A03_B038_CA1_M0012_16980.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A03_B052_CA1_M0007_3990.json,부채를 펴고 접고 내밀고 뒤로 넘기며 표현하는 동작.
MC01_A07_B089_CA1_M0006_1475.json,배김사위 장단에 맞춰 이루어지는 배김사위
MC01_A02_B023_CA1_M0005_1860.json,"게걸음, 한삼 둘러매기, 고개잡이"
MC01_A01_B012_CA1_M0004_4635.json,"엉덩이춤, 지팡이를 들고 뛰는 동작"
MC01_A06_B087_CA1_M0001_15.json,"배김새, 으시개, 베기"
MC01_A03_B054_CA1_M0003_1680.json," 팔들고 걷기, 양팔모아 안으로 접기, 팔 머리 뒤로 돌리기"
MC01_A03_B038_CA1_M0003_3375.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A04_B063_CA1_M0011_3855.json,귀롱가지를 힘차게 휘두르는 모습
MC01_A06_B087_CA1_M0004_2400.json,"배김새, 으시개, 베기"
MC01_A03_B049_CA1_M0034_32520.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A01_B012_CA1_M0001_630.json,"엉덩이춤, 지팡이를 들고 뛰는 동작"
MC01_A07_B091_CA1_M0011_5635.json,손을 들며 머리를 쓸어내리는 듯한 동작.
MC01_A03_B037_CA1_M0011_4290.json,발 맞추기
MC01_A09_B100_CA1_M0006_5055.json,배김사위 전희동작 좌.우 활개짓 동작과 배기는 사위
MC01_A09_B095_CA1_M0003_1530.json," 역동새, 배김사위, 일자사위."
MC01_A03_B045_CA1_M0003_1215.json,왼쪽으로 높이 뛰어 2번 도는사위
MC01_A03_B037_CA1_M0013_6030.json,발 맞추기
MC01_A02_B030_CA1_M0024_18315.json,"가벼우면서도 건들거리며 찍고 중심 이동하는 춤, 흥을 뱉어 내는 동작"
MC01_A01_B008_CA1_M0007_3605.json,채찍으로 양반을 내리치고 바닥에 채찍으로 말뚝을 박는 동작
MC01_A03_B052_CA1_M0013_7245.json,부채를 펴고 접고 내밀고 뒤로 넘기며 표현하는 동작.
MC01_A02_B016_CA1_M0001_1095.json,중앙 바라보며 오른손으로 안팎을 장삼 휘날림
MC01_A04_B061_CA1_M0001_15.json,힘겹게 일어나 소무들을 취하는 동작.
MC01_A01_B007_CA1_M0003_1440.json,"합장, 스텝, 뿌리고 채는 동작"
MC01_A02_B020_CA1_M0006_1815.json,대나무 마디 잡아가는 동작
MC01_A09_B096_CA1_M0010_8235.json,"배김사위, 휘두름사위."
MC01_A03_B049_CA1_M0033_31995.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A06_B086_CA1_M0002_1935.json,팔을 크게 들고 돈다
MC01_A04_B056_CA1_M0006_9900.json,사방을 돌며 용이 꿈틀 거리는 모습을 표현하는 동작.
MC01_A04_B055_CA1_M0007_8100.json,"합장재배, 벽사진경의 의식무로서 연희초반 마당을 정화하는 대표적 동작"
MC01_A07_B089_CA1_M0002_640.json,배김사위 장단에 맞춰 이루어지는 배김사위
MC01_A02_B030_CA1_M0019_14235.json,"가벼우면서도 건들거리며 찍고 중심 이동하는 춤, 흥을 뱉어 내는 동작"
MC01_A06_B084_CA1_M0022_17175.json,선녀 두 명과 놀고 난후 큰 배김새
MC01_A01_B015_CA1_M0003_955.json,"외사위, 겹사위"
MC01_A07_B092_CA1_M0001_300.json,배김사위
MC01_A03_B049_CA1_M0033_32340.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A01_B012_CA1_M0003_2070.json,"엉덩이춤, 지팡이를 들고 뛰는 동작"
MC01_A03_B049_CA1_M0038_33945.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A09_B097_CA1_M0008_5250.json,"갈지자로 좌.우 엉덩이를 흔들며, 걷는 사위. 추하면서도 요염함이 묻어나는 엉덩이 춤새."
MC01_A06_B082_CA1_M0004_2460.json,"첫 입장 배김새, 큰 배김새"
MC01_A06_B084_CA1_M0020_16095.json,선녀 두 명과 놀고 난후 큰 배김새
MC01_A06_B082_CA1_M0010_5130.json,"첫 입장 배김새, 큰 배김새"
MC01_A08_B093_CA1_M0007_1175.json,"모삼치기, 깊은무릎 오금춤, 좌우어깨춤, 반시계방향, 오른손, 오른발, 왼손, 왼발 활개치기."
MC01_A03_B046_CA1_M0006_2115.json,뛰어 앉아 도는 사위
MC01_A04_B055_CA1_M0007_8550.json,"합장재배, 벽사진경의 의식무로서 연희초반 마당을 정화하는 대표적 동작"
MC01_A04_B055_CA1_M0005_5055.json,"합장재배, 벽사진경의 의식무로서 연희초반 마당을 정화하는 대표적 동작"
MC01_A05_B078_CA1_M0005_1875.json,"화장무, 거울보기"
MC01_A03_B045_CA1_M0003_825.json,왼쪽으로 높이 뛰어 2번 도는사위
MC01_A09_B094_CA1_M0007_3420.json,"배김사위, 앞배김새, 뒷배김새, 겨드랑배김새 동작이 강하여 뛰어서 땅을 내려 누르듯이 힘차게 착지하는 동작."
MC01_A03_B049_CA1_M0017_26190.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A03_B038_CA1_M0005_8430.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A07_B088_CA1_M0016_4465.json,"코풀사위, 배김사위, 배김새가락이 나오면 추는 사위로 통영오광대의 가장 특징적인 사위."
MC01_A02_B031_CA1_M0003_1575.json,곰방대와 부채로 너울질 하는 춤
MC01_A01_B005_CA1_M0005_6015.json,호흡과 홍태기가 일체가 되어 절도있게 채는 동작으로 춘다
MC01_A03_B047_CA1_M0005_1185.json,"채찍 들고 뛰는 동작 발끝에 밑으로 힘주고, 채찍 양손 돌리며 쪼그려 돌며뛰기"
MC01_A09_B094_CA1_M0006_2850.json,"배김사위, 앞배김새, 뒷배김새, 겨드랑배김새 동작이 강하여 뛰어서 땅을 내려 누르듯이 힘차게 착지하는 동작."
MC01_A03_B045_CA1_M0006_2565.json,왼쪽으로 높이 뛰어 2번 도는사위
MC01_A01_B014_CA1_M0005_1715.json,돌며 뿌리는 동작
MC01_A03_B048_CA1_M0003_1530.json,4박 돌기 및 8박 돌기
MC01_A07_B092_CA1_M0001_245.json,배김사위
MC01_A09_B095_CA1_M0005_2700.json," 역동새, 배김사위, 일자사위."
MC01_A03_B049_CA1_M0031_30930.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A03_B041_CA1_M0002_420.json," 힘차게 올림사위, 두번돌고 대비되는 앉았다. 좌.우 일어나는 동작."
MC01_A01_B015_CA1_M0003_810.json,"외사위, 겹사위"
MC01_A06_B082_CA1_M0008_4320.json,"첫 입장 배김새, 큰 배김새"
MC01_A03_B045_CA1_M0005_2025.json,왼쪽으로 높이 뛰어 2번 도는사위
MC01_A02_B032_CA1_M0003_1410.json,두어춤
MC01_A02_B026_CA1_M0010_7065.json,"보일듯 말듯한 몸짓, 싫다는 고개 흔드는 동작"
MC01_A03_B049_CA1_M0033_32205.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A03_B052_CA1_M0015_8955.json,부채를 펴고 접고 내밀고 뒤로 넘기며 표현하는 동작.
MC01_A03_B051_CA1_M0017_5820.json,"팔을 머리 뒤에서 앞으로 돌리는 동작, 팔을 머리 앞에서 뒤로 돌림, 양손을 머리 위로 뿌림."
MC01_A06_B087_CA1_M0002_1260.json,"배김새, 으시개, 베기"
MC01_A09_B096_CA1_M0010_8370.json,"배김사위, 휘두름사위."
MC01_A02_B030_CA1_M0021_16275.json,"가벼우면서도 건들거리며 찍고 중심 이동하는 춤, 흥을 뱉어 내는 동작"
MC01_A01_B007_CA1_M0009_4075.json,"합장, 스텝, 뿌리고 채는 동작"
MC01_A06_B083_CA1_M0007_6270.json,뛰어 배김새
MC01_A04_B055_CA1_M0016_16905.json,"합장재배, 벽사진경의 의식무로서 연희초반 마당을 정화하는 대표적 동작"
MC01_A04_B067_CA1_M0002_525.json,"깨끼, 양주만의 발 디딤새로 앞꿈치로 가볍게 디디는 특징"
MC01_A05_B079_CA1_M0007_3180.json,송파산대놀이의 기본 춤사위를 깨끼걸음과 건들걸음에 맞춰 원으로 도는 춤사위
MC01_A02_B017_CA1_M0009_6840.json,"다리너울질, 근경, 다리질, 등등"
MC01_A06_B084_CA1_M0001_1215.json,선녀 두 명과 놀고 난후 큰 배김새
MC01_A09_B097_CA1_M0008_5745.json,"갈지자로 좌.우 엉덩이를 흔들며, 걷는 사위. 추하면서도 요염함이 묻어나는 엉덩이 춤새."
MC01_A03_B039_CA1_M0004_1725.json,"제끼는사위,한삼을 머리 위 앞에서 뒤로 쳐준다. 엎는사위,한삼을 뒤에서 앞으로 쳐준다."
MC01_A03_B045_CA1_M0003_960.json,왼쪽으로 높이 뛰어 2번 도는사위
MC01_A05_B079_CA1_M0005_1320.json,송파산대놀이의 기본 춤사위를 깨끼걸음과 건들걸음에 맞춰 원으로 도는 춤사위
MC01_A09_B098_CA1_M0003_2985.json,"배김사위, 할멈 및 제대각시와의 대무. 일자사위"
MC01_A02_B030_CA1_M0014_10515.json,"가벼우면서도 건들거리며 찍고 중심 이동하는 춤, 흥을 뱉어 내는 동작"
MC01_A04_B055_CA1_M0007_8415.json,"합장재배, 벽사진경의 의식무로서 연희초반 마당을 정화하는 대표적 동작"
MC01_A01_B011_CA1_M0003_2115.json,"앉아 뛰기, 돌아앉아 뛰기 삼계집과 눈맞추기"
MC01_A09_B096_CA1_M0008_6780.json,"배김사위, 휘두름사위."
MC01_A01_B005_CA1_M0005_6150.json,호흡과 홍태기가 일체가 되어 절도있게 채는 동작으로 춘다
MC01_A07_B088_CA1_M0016_4520.json,"코풀사위, 배김사위, 배김새가락이 나오면 추는 사위로 통영오광대의 가장 특징적인 사위."
MC01_A07_B089_CA1_M0003_705.json,배김사위 장단에 맞춰 이루어지는 배김사위
MC01_A07_B088_CA1_M0012_2760.json,"코풀사위, 배김사위, 배김새가락이 나오면 추는 사위로 통영오광대의 가장 특징적인 사위."
MC01_A04_B057_CA1_M0003_2115.json,1.빗사위 후 서로 등을 지고 하는 고개잡이. 2.장삼을 휘두르는 동작.
MC01_A03_B049_CA1_M0005_6000.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A09_B099_CA1_M0008_5040.json,"돌림사위, 울음태사위"
MC01_A02_B030_CA1_M0015_11205.json,"가벼우면서도 건들거리며 찍고 중심 이동하는 춤, 흥을 뱉어 내는 동작"
MC01_A01_B008_CA1_M0007_3310.json,채찍으로 양반을 내리치고 바닥에 채찍으로 말뚝을 박는 동작
MC01_A06_B087_CA1_M0006_3960.json,"배김새, 으시개, 베기"
MC01_A01_B002_CA1_M0005_2610.json,"연풍대, 오른손 땅을 치고 어깨에 얹으며 쪼그려 앉아서 돌기 ,돌아앉아뛰기와 비슷, 이어서 왼손 동일하게 돌아앉아 뛰기"
MC01_A01_B005_CA1_M0002_3990.json,호흡과 홍태기가 일체가 되어 절도있게 채는 동작으로 춘다
MC01_A03_B038_CA1_M0018_22125.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A07_B089_CA1_M0006_1530.json,배김사위 장단에 맞춰 이루어지는 배김사위
MC01_A06_B082_CA1_M0002_1200.json,"첫 입장 배김새, 큰 배김새"
MC01_A02_B022_CA1_M0010_3705.json,한삼이 에너지 있게 흔드는 동작
MC01_A03_B048_CA1_M0005_2700.json,4박 돌기 및 8박 돌기
MC01_A03_B042_CA1_M0001_255.json,"왼쪽, 오른쪽 순으로 앉아서 한삼을 치는 춤."
MC01_A03_B043_CA1_M0006_2460.json,양팔을 수평유지
MC01_A01_B012_CA1_M0004_4770.json,"엉덩이춤, 지팡이를 들고 뛰는 동작"
MC01_A03_B038_CA1_M0003_3660.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A03_B049_CA1_M0005_6450.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A06_B081_CA1_M0005_10590.json,"북채를 떨어 뜨린다
북을 잡으려다 놓치고 운다
결국 북을 쥐고 신나게 춤을춘다"
MC01_A05_B080_CA1_M0004_945.json,"화장무, 자진화장, 곱사위, 여다지, 어깨치기, 빗사위, 거울보기, 깨끼리, 멍석말이"
MC01_A09_B094_CA1_M0015_7710.json,"배김사위, 앞배김새, 뒷배김새, 겨드랑배김새 동작이 강하여 뛰어서 땅을 내려 누르듯이 힘차게 착지하는 동작."
MC01_A03_B048_CA1_M0008_5925.json,4박 돌기 및 8박 돌기
MC01_A03_B054_CA1_M0014_6690.json," 팔들고 걷기, 양팔모아 안으로 접기, 팔 머리 뒤로 돌리기"
MC01_A02_B019_CA1_M0004_1530.json,연자방아 한발을 축으로 그 장단에 한 바퀴를 돈다. 이때 아래 있던 손이 그 장단에 위로 올라가 4박에 머리를 감아 순간적으로 탈이 잘 보이게 한다.
MC01_A01_B007_CA1_M0003_1505.json,"합장, 스텝, 뿌리고 채는 동작"
MC01_A06_B081_CA1_M0001_1275.json,"북채를 떨어 뜨린다
북을 잡으려다 놓치고 운다
결국 북을 쥐고 신나게 춤을춘다"
MC01_A07_B089_CA1_M0005_1135.json,배김사위 장단에 맞춰 이루어지는 배김사위
MC01_A03_B038_CA1_M0018_22575.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A04_B058_CA1_M0001_345.json,"1.연풍대, 연을 띄우는 염불장단의 동작으로 부채 활용과 허리 재기 2.장삼을 양손에 감고 주변을 살피는 돌단춤사위."
MC01_A01_B012_CA1_M0004_4320.json,"엉덩이춤, 지팡이를 들고 뛰는 동작"
MC01_A04_B061_CA1_M0007_9375.json,힘겹게 일어나 소무들을 취하는 동작.
MC01_A03_B041_CA1_M0013_4770.json," 힘차게 올림사위, 두번돌고 대비되는 앉았다. 좌.우 일어나는 동작."
MC01_A06_B082_CA1_M0002_1650.json,"첫 입장 배김새, 큰 배김새"
MC01_A01_B005_CA1_M0002_3210.json,호흡과 홍태기가 일체가 되어 절도있게 채는 동작으로 춘다
MC01_A07_B091_CA1_M0010_4080.json,손을 들며 머리를 쓸어내리는 듯한 동작.
MC01_A03_B054_CA1_M0015_7530.json," 팔들고 걷기, 양팔모아 안으로 접기, 팔 머리 뒤로 돌리기"
MC01_A03_B040_CA1_M0005_1110.json,"왼쪽, 오른쪽 순으로 옆보고 뛰면서 팔을 엎고 뒤집은 동작."
MC01_A01_B015_CA1_M0002_390.json,"외사위, 겹사위"
MC01_A01_B011_CA1_M0001_735.json,"앉아 뛰기, 돌아앉아 뛰기 삼계집과 눈맞추기"
MC01_A03_B050_CA1_M0006_2145.json," 양팔을 돌리며 오른쪽, 왼쪽, 가운데 춤으로 앉아뛰기"
MC01_A05_B070_CA1_M0003_5145.json,"복무와 삼퇴, 굿거리장단에 이루어지는 즉흥적인 연행, 깨끼춤의 정확한 구현"
MC01_A07_B090_CA1_M0006_1930.json,말채를 머리 위로 힘차게 휘두르며 빠른 굿거리 장단에 맞춰 도약한다. 
MC01_A03_B049_CA1_M0012_23595.json,엎드려서 좌.우를 느리게 보는 동작
MC01_A03_B042_CA1_M0009_3465.json,"왼쪽, 오른쪽 순으로 앉아서 한삼을 치는 춤."
MC01_A02_B031_CA1_M0007_4725.json,곰방대와 부채로 너울질 하는 춤
MC01_A02_B030_CA1_M0006_5145.json,"가벼우면서도 건들거리며 찍고 중심 이동하는 춤, 흥을 뱉어 내는 동작"
MC01_A07_B092_CA1_M0002_470.json,배김사위
MC01_A02_B024_CA1_M0003_1155.json,주저 앉는 동작
MC01_A02_B022_CA1_M0006_2235.json,한삼이 에너지 있게 흔드는 동작
MC01_A04_B061_CA1_M0006_7320.json,힘겹게 일어나 소무들을 취하는 동작.
MC01_A03_B038_CA1_M0020_23175.json,손을 합장하고 등장하여 양팔을 크게 벌려 원 그린 후 다시 모으는 동작을 사방에 함.
MC01_A05_B071_CA1_M0002_4725.json,양손을 들고 좌우로 장단변화에 따라 양손을 올리고 내리면서 추는 춤사위
MC01_A02_B020_CA1_M0006_1680.json,대나무 마디 잡아가는 동작
MC01_A07_B088_CA1_M0025_8125.json,"코풀사위, 배김사위, 배김새가락이 나오면 추는 사위로 통영오광대의 가장 특징적인 사위."
MC01_A03_B039_CA1_M0015_6000.json,"제끼는사위,한삼을 머리 위 앞에서 뒤로 쳐준다. 엎는사위,한삼을 뒤에서 앞으로 쳐준다."
MC01_A03_B039_CA1_M0003_885.json,"제끼는사위,한삼을 머리 위 앞에서 뒤로 쳐준다. 엎는사위,한삼을 뒤에서 앞으로 쳐준다."
MC01_A03_B051_CA1_M0013_4275.json,"팔을 머리 뒤에서 앞으로 돌리는 동작, 팔을 머리 앞에서 뒤로 돌림, 양손을 머리 위로 뿌림."
MC01_A05_B069_CA1_M0003_2550.json,"활개펴기, 용트림, 휘둘르기, 휘감기, 너울춤사위"
